 ,f,|hNSNS/hBHBH|,arg(hNSNS/hBHBH) 
val#2369,1.106717498e+01,1.000188596e+00,-1.683073614e-03 
val#2370,1.106771896e+01,1.000168748e+00,-1.684228269e-03 
val#2371,1.106826304e+01,1.000149193e+00,-1.685560899e-03 
val#2372,1.106880721e+01,1.000130010e+00,-1.687077130e-03 
val#2373,1.106935148e+01,1.000111276e+00,-1.688781875e-03 
val#2374,1.106989585e+01,1.000093073e+00,-1.690679270e-03 
val#2375,1.107044031e+01,1.000075481e+00,-1.692772497e-03 
val#2376,1.107098488e+01,1.000058582e+00,-1.695063731e-03 
val#2377,1.107152954e+01,1.000042460e+00,-1.697554003e-03 
val#2378,1.107207430e+01,1.000027198e+00,-1.700243121e-03 
val#2379,1.107261916e+01,1.000012877e+00,-1.703129579e-03 
val#2380,1.107316412e+01,9.999995779e-01,-1.706210439e-03 
val#2381,1.107370918e+01,9.999873817e-01,-1.709481271e-03 
val#2382,1.107425433e+01,9.999763659e-01,-1.712936111e-03 
val#2383,1.107479959e+01,9.999666058e-01,-1.716567378e-03 
val#2384,1.107534494e+01,9.999581736e-01,-1.720365878e-03 
val#2385,1.107589039e+01,9.999511378e-01,-1.724320729e-03 
val#2386,1.107643594e+01,9.999455627e-01,-1.728419442e-03 
val#2387,1.107698159e+01,9.999415077e-01,-1.732647939e-03 
val#2388,1.107752733e+01,9.999390266e-01,-1.736990533e-03 
val#2389,1.107807318e+01,9.999381676e-01,-1.741430126e-03 
val#2390,1.107861912e+01,9.999389718e-01,-1.745948189e-03 
val#2391,1.107916516e+01,9.999414739e-01,-1.750525027e-03 
val#2392,1.107971130e+01,9.999457008e-01,-1.755139812e-03 
val#2393,1.108025754e+01,9.999516717e-01,-1.759770816e-03 
val#2394,1.108080388e+01,9.999593976e-01,-1.764395586e-03 
val#2395,1.108135032e+01,9.999688813e-01,-1.768991184e-03 
val#2396,1.108189685e+01,9.999801167e-01,-1.773534376e-03 
val#2397,1.108244349e+01,9.999930893e-01,-1.778001895e-03 
val#2398,1.108299022e+01,1.000007776e+00,-1.782370663e-03 
val#2399,1.108353705e+01,1.000024144e+00,-1.786618058e-03 
val#2400,1.108408398e+01,1.000042154e+00,-1.790722132e-03 
val#2401,1.108463101e+01,1.000061757e+00,-1.794661837e-03 
val#2402,1.108517814e+01,1.000082896e+00,-1.798417317e-03 
val#2403,1.108572537e+01,1.000105507e+00,-1.801970017e-03 
val#2404,1.108627270e+01,1.000129519e+00,-1.805302933e-03 
val#2405,1.108682012e+01,1.000154854e+00,-1.808400757e-03 
val#2406,1.108736765e+01,1.000181428e+00,-1.811250033e-03 
val#2407,1.108791527e+01,1.000209152e+00,-1.813839235e-03 
val#2408,1.108846300e+01,1.000237932e+00,-1.816158872e-03 
val#2409,1.108901082e+01,1.000267670e+00,-1.818201578e-03 
val#2410,1.108955874e+01,1.000298264e+00,-1.819962034e-03 
val#2411,1.109010676e+01,1.000329611e+00,-1.821437072e-03 
val#2412,1.109065489e+01,1.000361606e+00,-1.822625565e-03 
val#2413,1.109120311e+01,1.000394141e+00,-1.823528422e-03 
val#2414,1.109175143e+01,1.000427108e+00,-1.824148443e-03 
val#2415,1.109229984e+01,1.000460402e+00,-1.824490267e-03 
val#2416,1.109284836e+01,1.000493915e+00,-1.824560238e-03 
val#2417,1.109339698e+01,1.000527543e+00,-1.824366265e-03 
val#2418,1.109394570e+01,1.000561183e+00,-1.823917639e-03 
val#2419,1.109449452e+01,1.000594734e+00,-1.823224956e-03 
val#2420,1.109504343e+01,1.000628098e+00,-1.822299850e-03 
val#2421,1.109559245e+01,1.000661182e+00,-1.821154922e-03 
val#2422,1.109614156e+01,1.000693894e+00,-1.819803504e-03 
val#2423,1.109669078e+01,1.000726148e+00,-1.818259562e-03 
val#2424,1.109724009e+01,1.000757861e+00,-1.816537487e-03 
val#2425,1.109778951e+01,1.000788955e+00,-1.814651968e-03 
val#2426,1.109833902e+01,1.000819356e+00,-1.812617856e-03 
val#2427,1.109888864e+01,1.000848995e+00,-1.810450030e-03 
val#2428,1.109943835e+01,1.000877808e+00,-1.808163256e-03 
val#2429,1.109998817e+01,1.000905733e+00,-1.805772131e-03 
val#2430,1.110053808e+01,1.000932717e+00,-1.803290933e-03 
val#2431,1.110108809e+01,1.000958708e+00,-1.800733537e-03 
val#2432,1.110163821e+01,1.000983660e+00,-1.798113412e-03 
val#2433,1.110218842e+01,1.001007531e+00,-1.795443454e-03 
val#2434,1.110273873e+01,1.001030283e+00,-1.792736038e-03 
val#2435,1.110328915e+01,1.001051884e+00,-1.790002933e-03 
val#2436,1.110383966e+01,1.001072302e+00,-1.787255225e-03 
val#2437,1.110439028e+01,1.001091513e+00,-1.784503380e-03 
val#2438,1.110494099e+01,1.001109494e+00,-1.781757183e-03 
val#2439,1.110549180e+01,1.001126226e+00,-1.779025783e-03 
val#2440,1.110604272e+01,1.001141694e+00,-1.776317569e-03 
val#2441,1.110659373e+01,1.001155885e+00,-1.773640319e-03 
val#2442,1.110714485e+01,1.001168789e+00,-1.771001175e-03 
val#2443,1.110769606e+01,1.001180400e+00,-1.768406591e-03 
val#2444,1.110824738e+01,1.001190712e+00,-1.765862411e-03 
val#2445,1.110879879e+01,1.001199724e+00,-1.763373917e-03 
val#2446,1.110935031e+01,1.001207434e+00,-1.760945783e-03 
val#2447,1.110990193e+01,1.001213846e+00,-1.758582142e-03 
val#2448,1.111045364e+01,1.001218962e+00,-1.756286610e-03 
val#2449,1.111100546e+01,1.001222788e+00,-1.754062301e-03 
val#2450,1.111155738e+01,1.001225330e+00,-1.751911899e-03 
val#2451,1.111210940e+01,1.001226596e+00,-1.749837652e-03 
val#2452,1.111266152e+01,1.001226596e+00,-1.747841387e-03 
val#2453,1.111321374e+01,1.001225339e+00,-1.745924511e-03 
val#2454,1.111376606e+01,1.001222837e+00,-1.744088179e-03 
val#2455,1.111431848e+01,1.001219103e+00,-1.742333137e-03 
val#2456,1.111487100e+01,1.001214148e+00,-1.740659908e-03 
val#2457,1.111542362e+01,1.001207986e+00,-1.739068709e-03 
val#2458,1.111597635e+01,1.001200632e+00,-1.737559485e-03 
val#2459,1.111652917e+01,1.001192100e+00,-1.736131999e-03 
val#2460,1.111708209e+01,1.001182405e+00,-1.734785791e-03 
val#2461,1.111763512e+01,1.001171563e+00,-1.733520238e-03 
val#2462,1.111818825e+01,1.001159588e+00,-1.732334482e-03 
val#2463,1.111874147e+01,1.001146497e+00,-1.731227616e-03 
val#2464,1.111929480e+01,1.001132306e+00,-1.730198549e-03 
val#2465,1.111984823e+01,1.001117030e+00,-1.729246045e-03 
val#2466,1.112040176e+01,1.001100687e+00,-1.728368811e-03 
val#2467,1.112095539e+01,1.001083292e+00,-1.727565425e-03 
val#2468,1.112150913e+01,1.001064862e+00,-1.726834440e-03 
val#2469,1.112206296e+01,1.001045414e+00,-1.726174264e-03 
val#2470,1.112261689e+01,1.001024962e+00,-1.725583316e-03 
val#2471,1.112317093e+01,1.001003524e+00,-1.725059920e-03 
val#2472,1.112372507e+01,1.000981116e+00,-1.724602364e-03 
val#2473,1.112427931e+01,1.000957753e+00,-1.724208887e-03 
val#2474,1.112483365e+01,1.000933453e+00,-1.723877768e-03 
val#2475,1.112538809e+01,1.000908230e+00,-1.723607102e-03 
val#2476,1.112594263e+01,1.000882101e+00,-1.723395125e-03 
val#2477,1.112649727e+01,1.000855081e+00,-1.723239973e-03 
val#2478,1.112705202e+01,1.000827186e+00,-1.723139785e-03 
val#2479,1.112760686e+01,1.000798431e+00,-1.723092675e-03 
val#2480,1.112816181e+01,1.000768832e+00,-1.723096772e-03 
val#2481,1.112871686e+01,1.000738404e+00,-1.723150138e-03 
val#2482,1.112927201e+01,1.000707162e+00,-1.723250874e-03 
val#2483,1.112982726e+01,1.000675121e+00,-1.723397085e-03 
val#2484,1.113038262e+01,1.000642296e+00,-1.723586785e-03 
val#2485,1.113093807e+01,1.000608703e+00,-1.723818106e-03 
val#2486,1.113149363e+01,1.000574355e+00,-1.724089073e-03 
val#2487,1.113204929e+01,1.000539268e+00,-1.724397700e-03 
val#2488,1.113260505e+01,1.000503458e+00,-1.724742041e-03 
val#2489,1.113316091e+01,1.000466937e+00,-1.725120123e-03 
val#2490,1.113371688e+01,1.000429722e+00,-1.725529948e-03 
val#2491,1.113427294e+01,1.000391827e+00,-1.725969443e-03 
val#2492,1.113482911e+01,1.000353266e+00,-1.726436620e-03 
val#2493,1.113538538e+01,1.000314056e+00,-1.726929399e-03 
val#2494,1.113594175e+01,1.000274211e+00,-1.727445660e-03 
val#2495,1.113649823e+01,1.000233746e+00,-1.727983289e-03 
val#2496,1.113705480e+01,1.000192677e+00,-1.728540190e-03 
val#2497,1.113761148e+01,1.000151018e+00,-1.729114069e-03 
val#2498,1.113816826e+01,1.000108786e+00,-1.729702763e-03 
val#2499,1.113872514e+01,1.000065997e+00,-1.730303943e-03 
val#2500,1.113928213e+01,1.000022666e+00,-1.730915297e-03 
val#2501,1.113983921e+01,9.999788105e-01,-1.731534424e-03 
val#2502,1.114039640e+01,9.999344467e-01,-1.732158904e-03 
val#2503,1.114095369e+01,9.998895917e-01,-1.732786115e-03 
val#2504,1.114151108e+01,9.998442634e-01,-1.733413559e-03 
val#2505,1.114206858e+01,9.997984793e-01,-1.734038524e-03 
val#2506,1.114262618e+01,9.997522579e-01,-1.734658280e-03 
val#2507,1.114318388e+01,9.997056182e-01,-1.735269955e-03 
val#2508,1.114374168e+01,9.996585797e-01,-1.735870632e-03 
val#2509,1.114429958e+01,9.996111623e-01,-1.736457251e-03 
val#2510,1.114485759e+01,9.995633868e-01,-1.737026693e-03 
val#2511,1.114541570e+01,9.995152746e-01,-1.737575613e-03 
val#2512,1.114597391e+01,9.994668477e-01,-1.738100691e-03 
val#2513,1.114653222e+01,9.994181292e-01,-1.738598379e-03 
val#2514,1.114709064e+01,9.993691427e-01,-1.739064999e-03 
val#2515,1.114764916e+01,9.993199132e-01,-1.739496744e-03 
val#2516,1.114820778e+01,9.992704661e-01,-1.739889658e-03 
val#2517,1.114876651e+01,9.992208282e-01,-1.740239622e-03 
val#2518,1.114932533e+01,9.991710272e-01,-1.740542387e-03 
val#2519,1.114988426e+01,9.991210923e-01,-1.740793362e-03 
val#2520,1.115044330e+01,9.990710533e-01,-1.740987980e-03 
val#2521,1.115100243e+01,9.990209420e-01,-1.741121381e-03 
val#2522,1.115156167e+01,9.989707911e-01,-1.741188477e-03 
val#2523,1.115212101e+01,9.989206350e-01,-1.741184079e-03 
val#2524,1.115268045e+01,9.988705094e-01,-1.741102620e-03 
val#2525,1.115324000e+01,9.988204519e-01,-1.740938435e-03 
val#2526,1.115379965e+01,9.987705015e-01,-1.740685631e-03 
val#2527,1.115435940e+01,9.987206993e-01,-1.740337981e-03 
val#2528,1.115491926e+01,9.986710880e-01,-1.739889127e-03 
val#2529,1.115547922e+01,9.986217123e-01,-1.739332415e-03 
val#2530,1.115603928e+01,9.985726191e-01,-1.738660910e-03 
val#2531,1.115659945e+01,9.985238571e-01,-1.737867467e-03 
val#2532,1.115715972e+01,9.984754777e-01,-1.736944728e-03 
val#2533,1.115772009e+01,9.984275342e-01,-1.735884962e-03 
val#2534,1.115828056e+01,9.983800825e-01,-1.734680302e-03 
val#2535,1.115884114e+01,9.983331811e-01,-1.733322520e-03 
val#2536,1.115940182e+01,9.982868909e-01,-1.731803311e-03 
val#2537,1.115996261e+01,9.982412754e-01,-1.730113978e-03 
val#2538,1.116052349e+01,9.981964014e-01,-1.728245671e-03 
val#2539,1.116108448e+01,9.981523379e-01,-1.726189322e-03 
val#2540,1.116164558e+01,9.981091572e-01,-1.723935673e-03 
val#2541,1.116220678e+01,9.980669346e-01,-1.721475295e-03 
val#2542,1.116276808e+01,9.980257483e-01,-1.718798592e-03 
val#2543,1.116332948e+01,9.979856799e-01,-1.715895876e-03 
val#2544,1.116389099e+01,9.979468138e-01,-1.712757473e-03 
val#2545,1.116445260e+01,9.979092379e-01,-1.709373491e-03 
val#2546,1.116501432e+01,9.978730432e-01,-1.705734185e-03 
val#2547,1.116557614e+01,9.978383241e-01,-1.701829824e-03 
val#2548,1.116613806e+01,9.978051781e-01,-1.697650830e-03 
val#2549,1.116670009e+01,9.977737058e-01,-1.693187826e-03 
val#2550,1.116726222e+01,9.977440111e-01,-1.688431702e-03 
val#2551,1.116782446e+01,9.977162009e-01,-1.683373665e-03 
val#2552,1.116838679e+01,9.976903850e-01,-1.678005448e-03 
val#2553,1.116894924e+01,9.976666761e-01,-1.672319269e-03 
val#2554,1.116951178e+01,9.976451894e-01,-1.666308094e-03 
val#2555,1.117007443e+01,9.976260426e-01,-1.659965697e-03 
val#2556,1.117063718e+01,9.976093557e-01,-1.653286598e-03 
val#2557,1.117120004e+01,9.975952502e-01,-1.646266583e-03 
val#2558,1.117176300e+01,9.975838492e-01,-1.638902569e-03 
val#2559,1.117232607e+01,9.975752773e-01,-1.631192876e-03 
val#2560,1.117288924e+01,9.975696593e-01,-1.623137272e-03 
val#2561,1.117345251e+01,9.975671203e-01,-1.614737375e-03 
val#2562,1.117401589e+01,9.975677848e-01,-1.605996641e-03 
val#2563,1.117457937e+01,9.975717764e-01,-1.596920563e-03 
val#2564,1.117514296e+01,9.975792169e-01,-1.587516891e-03 
val#2565,1.117570665e+01,9.975902256e-01,-1.577795884e-03 
val#2566,1.117627045e+01,9.976049182e-01,-1.567770339e-03 
val#2567,1.117683434e+01,9.976234063e-01,-1.557455877e-03 
val#2568,1.117739835e+01,9.976457962e-01,-1.546871043e-03 
val#2569,1.117796246e+01,9.976721882e-01,-1.536037531e-03 
val#2570,1.117852667e+01,9.977026747e-01,-1.524980211e-03 
val#2571,1.117909099e+01,9.977373405e-01,-1.513727255e-03 
val#2572,1.117965541e+01,9.977762600e-01,-1.502310363e-03 
val#2573,1.118021993e+01,9.978194976e-01,-1.490764528e-03 
val#2574,1.118078456e+01,9.978671050e-01,-1.479128312e-03 
val#2575,1.118134930e+01,9.979191212e-01,-1.467443605e-03 
val#2576,1.118191414e+01,9.979755708e-01,-1.455755702e-03 
val#2577,1.118247908e+01,9.980364624e-01,-1.444113032e-03 
val#2578,1.118304413e+01,9.981017883e-01,-1.432567096e-03 
val#2579,1.118360928e+01,9.981715231e-01,-1.421172031e-03 
val#2580,1.118417454e+01,9.982456224e-01,-1.409984563e-03 
val#2581,1.118473990e+01,9.983240223e-01,-1.399063364e-03 
val#2582,1.118530537e+01,9.984066384e-01,-1.388468805e-03 
val#2583,1.118587094e+01,9.984933655e-01,-1.378262426e-03 
val#2584,1.118643662e+01,9.985840768e-01,-1.368506295e-03 
val#2585,1.118700240e+01,9.986786240e-01,-1.359262600e-03 
val#2586,1.118756829e+01,9.987768371e-01,-1.350592867e-03 
val#2587,1.118813428e+01,9.988785246e-01,-1.342557398e-03 
val#2588,1.118870038e+01,9.989834738e-01,-1.335214434e-03 
val#2589,1.118926658e+01,9.990914517e-01,-1.328619717e-03 
val#2590,1.118983289e+01,9.992022060e-01,-1.322825500e-03 
val#2591,1.119039930e+01,9.993154657e-01,-1.317880221e-03 
val#2592,1.119096582e+01,9.994309432e-01,-1.313827479e-03 
val#2593,1.119153244e+01,9.995483353e-01,-1.310705692e-03 
val#2594,1.119209917e+01,9.996673256e-01,-1.308547564e-03 
val#2595,1.119266601e+01,9.997875860e-01,-1.307379473e-03 
val#2596,1.119323294e+01,9.999087794e-01,-1.307221163e-03 
val#2597,1.119379999e+01,1.000030562e+00,-1.308085523e-03 
val#2598,1.119436714e+01,1.000152584e+00,-1.309978294e-03 
val#2599,1.119493439e+01,1.000274497e+00,-1.312897982e-03 
val#2600,1.119550175e+01,1.000395949e+00,-1.316835948e-03 
val#2601,1.119606922e+01,1.000516593e+00,-1.321776494e-03 
val#2602,1.119663679e+01,1.000636089e+00,-1.327697100e-03 
val#2603,1.119720447e+01,1.000754103e+00,-1.334568745e-03 
val#2604,1.119777225e+01,1.000870311e+00,-1.342356323e-03 
val#2605,1.119834013e+01,1.000984402e+00,-1.351019176e-03 
val#2606,1.119890813e+01,1.001096080e+00,-1.360511521e-03 
val#2607,1.119947623e+01,1.001205064e+00,-1.370783371e-03 
val#2608,1.120004443e+01,1.001311089e+00,-1.381780771e-03 
val#2609,1.120061274e+01,1.001413913e+00,-1.393446882e-03 
val#2610,1.120118116e+01,1.001513310e+00,-1.405722458e-03 
val#2611,1.120174968e+01,1.001609075e+00,-1.418546535e-03 
val#2612,1.120231831e+01,1.001701026e+00,-1.431857273e-03 
val#2613,1.120288704e+01,1.001789002e+00,-1.445592354e-03 
val#2614,1.120345588e+01,1.001872861e+00,-1.459690022e-03 
val#2615,1.120402482e+01,1.001952487e+00,-1.474089080e-03 
val#2616,1.120459388e+01,1.002027780e+00,-1.488730123e-03 
val#2617,1.120516303e+01,1.002098665e+00,-1.503555165e-03 
val#2618,1.120573230e+01,1.002165085e+00,-1.518508856e-03 
val#2619,1.120630167e+01,1.002227001e+00,-1.533538435e-03 
val#2620,1.120687114e+01,1.002284394e+00,-1.548593838e-03 
val#2621,1.120744072e+01,1.002337263e+00,-1.563628522e-03 
val#2622,1.120801041e+01,1.002385620e+00,-1.578598874e-03 
val#2623,1.120858020e+01,1.002429494e+00,-1.593465010e-03 
val#2624,1.120915010e+01,1.002468929e+00,-1.608190434e-03 
val#2625,1.120972011e+01,1.002503979e+00,-1.622742056e-03 
val#2626,1.121029022e+01,1.002534711e+00,-1.637090522e-03 
val#2627,1.121086044e+01,1.002561202e+00,-1.651209618e-03 
val#2628,1.121143077e+01,1.002583539e+00,-1.665076704e-03 
val#2629,1.121200120e+01,1.002601814e+00,-1.678672221e-03 
val#2630,1.121257174e+01,1.002616129e+00,-1.691979658e-03 
val#2631,1.121314238e+01,1.002626590e+00,-1.704985513e-03 
val#2632,1.121371313e+01,1.002633309e+00,-1.717678879e-03 
val#2633,1.121428399e+01,1.002636401e+00,-1.730051574e-03 
val#2634,1.121485496e+01,1.002635985e+00,-1.742097615e-03 
val#2635,1.121542603e+01,1.002632182e+00,-1.753813309e-03 
val#2636,1.121599720e+01,1.002625114e+00,-1.765196903e-03 
val#2637,1.121656849e+01,1.002614904e+00,-1.776248414e-03 
val#2638,1.121713988e+01,1.002601675e+00,-1.786969542e-03 
val#2639,1.121771138e+01,1.002585551e+00,-1.797363489e-03 
val#2640,1.121828298e+01,1.002566655e+00,-1.807434553e-03 
val#2641,1.121885469e+01,1.002545107e+00,-1.817188363e-03 
val#2642,1.121942651e+01,1.002521028e+00,-1.826631331e-03 
val#2643,1.121999843e+01,1.002494534e+00,-1.835770875e-03 
val#2644,1.122057047e+01,1.002465743e+00,-1.844615016e-03 
val#2645,1.122114261e+01,1.002434766e+00,-1.853172463e-03 
val#2646,1.122171485e+01,1.002401714e+00,-1.861452199e-03 
val#2647,1.122228720e+01,1.002366696e+00,-1.869463800e-03 
val#2648,1.122285966e+01,1.002329816e+00,-1.877217077e-03 
val#2649,1.122343223e+01,1.002291176e+00,-1.884721935e-03 
val#2650,1.122400490e+01,1.002250875e+00,-1.891988509e-03 
val#2651,1.122457769e+01,1.002209007e+00,-1.899027023e-03 
val#2652,1.122515057e+01,1.002165667e+00,-1.905847685e-03 
val#2653,1.122572357e+01,1.002120944e+00,-1.912460582e-03 
val#2654,1.122629667e+01,1.002074922e+00,-1.918875847e-03 
val#2655,1.122686988e+01,1.002027686e+00,-1.925103442e-03 
val#2656,1.122744320e+01,1.001979315e+00,-1.931153112e-03 
val#2657,1.122801663e+01,1.001929887e+00,-1.937034520e-03 
val#2658,1.122859016e+01,1.001879474e+00,-1.942757126e-03 
val#2659,1.122916380e+01,1.001828149e+00,-1.948330078e-03 
val#2660,1.122973754e+01,1.001775980e+00,-1.953762389e-03 
val#2661,1.123031140e+01,1.001723031e+00,-1.959062761e-03 
val#2662,1.123088536e+01,1.001669367e+00,-1.964239725e-03 
val#2663,1.123145943e+01,1.001615046e+00,-1.969301407e-03 
val#2664,1.123203361e+01,1.001560127e+00,-1.974255865e-03 
val#2665,1.123260789e+01,1.001504664e+00,-1.979110735e-03 
val#2666,1.123318229e+01,1.001448712e+00,-1.983873525e-03 
val#2667,1.123375679e+01,1.001392321e+00,-1.988551307e-03 
val#2668,1.123433139e+01,1.001335539e+00,-1.993151084e-03 
val#2669,1.123490611e+01,1.001278413e+00,-1.997679509e-03 
val#2670,1.123548093e+01,1.001220989e+00,-2.002143068e-03 
val#2671,1.123605587e+01,1.001163309e+00,-2.006547881e-03 
val#2672,1.123663091e+01,1.001105413e+00,-2.010900014e-03 
val#2673,1.123720605e+01,1.001047343e+00,-2.015205108e-03 
val#2674,1.123778131e+01,1.000989136e+00,-2.019468755e-03 
val#2675,1.123835667e+01,1.000930828e+00,-2.023696366e-03 
val#2676,1.123893214e+01,1.000872455e+00,-2.027892926e-03 
val#2677,1.123950772e+01,1.000814050e+00,-2.032063505e-03 
val#2678,1.124008341e+01,1.000755647e+00,-2.036212853e-03 
val#2679,1.124065921e+01,1.000697276e+00,-2.040345532e-03 
val#2680,1.124123511e+01,1.000638969e+00,-2.044466088e-03 
val#2681,1.124181112e+01,1.000580755e+00,-2.048578749e-03 
val#2682,1.124238724e+01,1.000522663e+00,-2.052687758e-03 
val#2683,1.124296347e+01,1.000464720e+00,-2.056797104e-03 
val#2684,1.124353981e+01,1.000406953e+00,-2.060910754e-03 
val#2685,1.124411625e+01,1.000349389e+00,-2.065032486e-03 
val#2686,1.124469281e+01,1.000292053e+00,-2.069166046e-03 
val#2687,1.124526947e+01,1.000234972e+00,-2.073314983e-03 
val#2688,1.124584624e+01,1.000178169e+00,-2.077482910e-03 
val#2689,1.124642312e+01,1.000121668e+00,-2.081673243e-03 
val#2690,1.124700011e+01,1.000065495e+00,-2.085889452e-03 
val#2691,1.124757720e+01,1.000009672e+00,-2.090134856e-03 
val#2692,1.124815441e+01,9.999542228e-01,-2.094412694e-03 
val#2693,1.124873172e+01,9.998991708e-01,-2.098726266e-03 
val#2694,1.124930914e+01,9.998445391e-01,-2.103078762e-03 
val#2695,1.124988667e+01,9.997903508e-01,-2.107473424e-03 
val#2696,1.125046431e+01,9.997366290e-01,-2.111913420e-03 
val#2697,1.125104206e+01,9.996833970e-01,-2.116401938e-03 
val#2698,1.125161992e+01,9.996306778e-01,-2.120942022e-03 
val#2699,1.125219788e+01,9.995784951e-01,-2.125536972e-03 
val#2700,1.125277596e+01,9.995268725e-01,-2.130189987e-03 
val#2701,1.125335414e+01,9.994758340e-01,-2.134904177e-03 
val#2702,1.125393243e+01,9.994254039e-01,-2.139682837e-03 
val#2703,1.125451083e+01,9.993756069e-01,-2.144529217e-03 
val#2704,1.125508934e+01,9.993264682e-01,-2.149446564e-03 
val#2705,1.125566796e+01,9.992780135e-01,-2.154438251e-03 
val#2706,1.125624669e+01,9.992302691e-01,-2.159507662e-03 
val#2707,1.125682553e+01,9.991832616e-01,-2.164658271e-03 
val#2708,1.125740448e+01,9.991370188e-01,-2.169893460e-03 
val#2709,1.125798353e+01,9.990915688e-01,-2.175216898e-03 
val#2710,1.125856270e+01,9.990469408e-01,-2.180632200e-03 
val#2711,1.125914197e+01,9.990031644e-01,-2.186143031e-03 
val#2712,1.125972136e+01,9.989602704e-01,-2.191753176e-03 
val#2713,1.126030085e+01,9.989182906e-01,-2.197466413e-03 
val#2714,1.126088045e+01,9.988772574e-01,-2.203286765e-03 
val#2715,1.126146017e+01,9.988372047e-01,-2.209218078e-03 
val#2716,1.126203999e+01,9.987981670e-01,-2.215264526e-03 
val#2717,1.126261992e+01,9.987601803e-01,-2.221430202e-03 
val#2718,1.126319996e+01,9.987232815e-01,-2.227719297e-03 
val#2719,1.126378011e+01,9.986875088e-01,-2.234136078e-03 
val#2720,1.126436037e+01,9.986529017e-01,-2.240684807e-03 
val#2721,1.126494074e+01,9.986195008e-01,-2.247369958e-03 
